Domain,Area,Element,Item,Year,Value
"Livestock Primary","Argentina","Production","Eggs Primary","2008","468096"
"Livestock Primary","Argentina","Production","Eggs Primary","2009","507300"
"Livestock Primary","Argentina","Production","Eggs Primary","2010","554000"
"Livestock Primary","Argentina","Production","Eggs Primary","2011","590900"
"Livestock Primary","Argentina","Production","Eggs Primary","2012","600000"
"Livestock Primary","Argentina","Production","Meat, Total","1990","3661485"
"Livestock Primary","Argentina","Production","Meat, Total","1991","3656602"
"Livestock Primary","Argentina","Production","Meat, Total","1992","3610200"
"Livestock Primary","Argentina","Production","Meat, Total","1993","3925082"
"Livestock Primary","Argentina","Production","Meat, Total","1994","3960548"
"Livestock Primary","Argentina","Production","Meat, Total","1995","3906010"
"Livestock Primary","Argentina","Production","Meat, Total","1996","3836323"
"Livestock Primary","Argentina","Production","Meat, Total","1997","3815537"
"Livestock Primary","Argentina","Production","Meat, Total","1998","3690916"
"Livestock Primary","Argentina","Production","Meat, Total","1999","4081375"
"Livestock Primary","Argentina","Production","Meat, Total","2000","4053332"
"Livestock Primary","Argentina","Production","Meat, Total","2001","3799703"
"Livestock Primary","Argentina","Production","Meat, Total","2002","3518616"
"Livestock Primary","Argentina","Production","Meat, Total","2003","3757196"
"Livestock Primary","Argentina","Production","Meat, Total","2004","4197727"
"Livestock Primary","Argentina","Production","Meat, Total","2005","4483927"
"Livestock Primary","Argentina","Production","Meat, Total","2006","4581005"
"Livestock Primary","Argentina","Production","Meat, Total","2007","4912729"
"Livestock Primary","Argentina","Production","Meat, Total","2008","4949452"
"Livestock Primary","Argentina","Production","Meat, Total","2009","5308236"
"Livestock Primary","Argentina","Production","Meat, Total","2010","4721948"
"Livestock Primary","Argentina","Production","Meat, Total","2011","4781329"
"Livestock Primary","Argentina","Production","Meat, Total","2012","4967541"
"Livestock Primary","Argentina","Production","Milk,Total","1990","6281980"
"Livestock Primary","Argentina","Production","Milk,Total","1991","6121000"
"Livestock Primary","Argentina","Production","Milk,Total","1992","6795320"
"Livestock Primary","Argentina","Production","Milk,Total","1993","7220093"
"Livestock Primary","Argentina","Production","Milk,Total","1994","8018087"
"Livestock Primary","Argentina","Production","Milk,Total","1995","8770717"
"Livestock Primary","Argentina","Production","Milk,Total","1996","9139815"
"Livestock Primary","Argentina","Production","Milk,Total","1997","9371790"
"Livestock Primary","Argentina","Production","Milk,Total","1998","9841926"
"Livestock Primary","Argentina","Production","Milk,Total","1999","10649200"
"Livestock Primary","Argentina","Production","Milk,Total","2000","10121330"
"Livestock Primary","Argentina","Production","Milk,Total","2001","9768725"
"Livestock Primary","Argentina","Production","Milk,Total","2002","8793400"
"Livestock Primary","Argentina","Production","Milk,Total","2003","8197480"
"Livestock Primary","Argentina","Production","Milk,Total","2004","8100000"
"Livestock Primary","Argentina","Production","Milk,Total","2005","9908941"
"Livestock Primary","Argentina","Production","Milk,Total","2006","10493569"
"Livestock Primary","Argentina","Production","Milk,Total","2007","9822337"
"Livestock Primary","Argentina","Production","Milk,Total","2008","10320318"
"Livestock Primary","Argentina","Production","Milk,Total","2009","10366290"
"Livestock Primary","Argentina","Production","Milk,Total","2010","10626288"
"Livestock Primary","Argentina","Production","Milk,Total","2011","11552886"
"Livestock Primary","Argentina","Production","Milk,Total","2012","11339530"
"Livestock Primary","Armenia","Production","Eggs Primary","1992","14148"
"Livestock Primary","Armenia","Production","Eggs Primary","1993","10606"
"Livestock Primary","Armenia","Production","Eggs Primary","1994","11330"
"Livestock Primary","Armenia","Production","Eggs Primary","1995","11090"
"Livestock Primary","Armenia","Production","Eggs Primary","1996","10783"
"Livestock Primary","Armenia","Production","Eggs Primary","1997","10697"
"Livestock Primary","Armenia","Production","Eggs Primary","1998","12308"
"Livestock Primary","Armenia","Production","Eggs Primary","1999","18277"
"Livestock Primary","Armenia","Production","Eggs Primary","2000","21609"
"Livestock Primary","Armenia","Production","Eggs Primary","2001","25114"
"Livestock Primary","Armenia","Production","Eggs Primary","2002","26715"
"Livestock Primary","Armenia","Production","Eggs Primary","2003","28157"
"Livestock Primary","Armenia","Production","Eggs Primary","2004","31532"
"Livestock Primary","Armenia","Production","Eggs Primary","2005","29053"
"Livestock Primary","Armenia","Production","Eggs Primary","2006","25980"
"Livestock Primary","Armenia","Production","Eggs Primary","2007","29169"
"Livestock Primary","Armenia","Production","Eggs Primary","2008","31986"
"Livestock Primary","Armenia","Production","Eggs Primary","2009","34980"
"Livestock Primary","Armenia","Production","Eggs Primary","2010","38655"
"Livestock Primary","Armenia","Production","Eggs Primary","2011","35116"
"Livestock Primary","Armenia","Production","Eggs Primary","2012","36229"
"Livestock Primary","Armenia","Production","Meat, Total","1992","67100"
"Livestock Primary","Armenia","Production","Meat, Total","1993","46500"
"Livestock Primary","Armenia","Production","Meat, Total","1994","45576"
"Livestock Primary","Armenia","Production","Meat, Total","1995","48367"
"Livestock Primary","Armenia","Production","Meat, Total","1996","48369"
"Livestock Primary","Armenia","Production","Meat, Total","1997","49079"
"Livestock Primary","Armenia","Production","Meat, Total","1998","51280"
"Livestock Primary","Armenia","Production","Meat, Total","1999","49117"
"Livestock Primary","Armenia","Production","Meat, Total","2000","51322"
"Livestock Primary","Armenia","Production","Meat, Total","2001","48373"
"Livestock Primary","Armenia","Production","Meat, Total","2002","50256"
"Livestock Primary","Armenia","Production","Meat, Total","2003","52684"
"Livestock Primary","Armenia","Production","Meat, Total","2004","53456"
"Livestock Primary","Armenia","Production","Meat, Total","2005","56024"
"Livestock Primary","Armenia","Production","Meat, Total","2006","66814"
"Livestock Primary","Armenia","Production","Meat, Total","2007","69713"
"Livestock Primary","Armenia","Production","Meat, Total","2008","70904"
"Livestock Primary","Armenia","Production","Meat, Total","2009","70691"
"Livestock Primary","Armenia","Production","Meat, Total","2010","69484"
"Livestock Primary","Armenia","Production","Meat, Total","2011","71681"
"Livestock Primary","Armenia","Production","Meat, Total","2012","73880"
"Livestock Primary","Armenia","Production","Milk,Total","1992","394700"
"Livestock Primary","Armenia","Production","Milk,Total","1993","397500"
"Livestock Primary","Armenia","Production","Milk,Total","1994","415200"
"Livestock Primary","Armenia","Production","Milk,Total","1995","428380"
"Livestock Primary","Armenia","Production","Milk,Total","1996","431300"
"Livestock Primary","Armenia","Production","Milk,Total","1997","425300"
"Livestock Primary","Armenia","Production","Milk,Total","1998","447500"
"Livestock Primary","Armenia","Production","Milk,Total","1999","456231"
"Livestock Primary","Armenia","Production","Milk,Total","2000","452100"
"Livestock Primary","Armenia","Production","Milk,Total","2001","465315"
"Livestock Primary","Armenia","Production","Milk,Total","2002","489548"
"Livestock Primary","Armenia","Production","Milk,Total","2003","513709"
"Livestock Primary","Armenia","Production","Milk,Total","2004","555240"
"Livestock Primary","Armenia","Production","Milk,Total","2005","594600"
"Livestock Primary","Armenia","Production","Milk,Total","2006","620000"
"Livestock Primary","Armenia","Production","Milk,Total","2007","641170"
"Livestock Primary","Armenia","Production","Milk,Total","2008","661910"
"Livestock Primary","Armenia","Production","Milk,Total","2009","615740"
"Livestock Primary","Armenia","Production","Milk,Total","2010","600900"
"Livestock Primary","Armenia","Production","Milk,Total","2011","601500"
"Livestock Primary","Armenia","Production","Milk,Total","2012","618200"
"Livestock Primary","Australia","Production","Eggs Primary","1990","188000"
"Livestock Primary","Australia","Production","Eggs Primary","1991","160500"
"Livestock Primary","Australia","Production","Eggs Primary","1992","139900"
"Livestock Primary","Australia","Production","Eggs Primary","1993","141800"
"Livestock Primary","Australia","Production","Eggs Primary","1994","141900"
"Livestock Primary","Australia","Production","Eggs Primary","1995","138200"
"Livestock Primary","Australia","Production","Eggs Primary","1996","135700"
"Livestock Primary","Australia","Production","Eggs Primary","1997","138300"
"Livestock Primary","Australia","Production","Eggs Primary","1998","148000"
"Livestock Primary","Australia","Production","Eggs Primary","1999","149000"
"Livestock Primary","Australia","Production","Eggs Primary","2000","143000"
"Livestock Primary","Australia","Production","Eggs Primary","2001","141000"
"Livestock Primary","Australia","Production","Eggs Primary","2002","139500"
"Livestock Primary","Australia","Production","Eggs Primary","2003","130400"
"Livestock Primary","Australia","Production","Eggs Primary","2004","132000"
"Livestock Primary","Australia","Production","Eggs Primary","2005","138600"
"Livestock Primary","Australia","Production","Eggs Primary","2006","171300"
"Livestock Primary","Australia","Production","Eggs Primary","2007","161700"
"Livestock Primary","Australia","Production","Eggs Primary","2008","160000"
"Livestock Primary","Australia","Production","Eggs Primary","2009","159328"
"Livestock Primary","Australia","Production","Eggs Primary","2010","174000"
"Livestock Primary","Australia","Production","Eggs Primary","2011","205200"
"Livestock Primary","Australia","Production","Eggs Primary","2012","214686"
"Livestock Primary","Australia","Production","Meat, Total","1990","3062820"
"Livestock Primary","Australia","Production","Meat, Total","1991","3188297"
"Livestock Primary","Australia","Production","Meat, Total","1992","3270298"
"Livestock Primary","Australia","Production","Meat, Total","1993","3295747"
"Livestock Primary","Australia","Production","Meat, Total","1994","3338807"
"Livestock Primary","Australia","Production","Meat, Total","1995","3297625"
"Livestock Primary","Australia","Production","Meat, Total","1996","3192245"
"Livestock Primary","Australia","Production","Meat, Total","1997","3340594"
"Livestock Primary","Australia","Production","Meat, Total","1998","3601278"
"Livestock Primary","Australia","Production","Meat, Total","1999","3638049"
"Livestock Primary","Australia","Production","Meat, Total","2000","3707445"
"Livestock Primary","Australia","Production","Meat, Total","2001","3853184"
"Livestock Primary","Australia","Production","Meat, Total","2002","3895830"
"Livestock Primary","Australia","Production","Meat, Total","2003","3754621"
"Livestock Primary","Australia","Production","Meat, Total","2004","3851694"
"Livestock Primary","Australia","Production","Meat, Total","2005","3892161"
"Livestock Primary","Australia","Production","Meat, Total","2006","4069870"
"Livestock Primary","Australia","Production","Meat, Total","2007","4139503"
"Livestock Primary","Australia","Production","Meat, Total","2008","4029762"
"Livestock Primary","Australia","Production","Meat, Total","2009","3985874"
"Livestock Primary","Australia","Production","Meat, Total","2010","4047952"
"Livestock Primary","Australia","Production","Meat, Total","2011","4094575"
"Livestock Primary","Australia","Production","Meat, Total","2012","4199609"
"Livestock Primary","Australia","Production","Milk,Total","1990","6456000"
"Livestock Primary","Australia","Production","Milk,Total","1991","6601000"
"Livestock Primary","Australia","Production","Milk,Total","1992","6941000"
"Livestock Primary","Australia","Production","Milk,Total","1993","7554000"
"Livestock Primary","Australia","Production","Milk,Total","1994","8327000"
"Livestock Primary","Australia","Production","Milk,Total","1995","8460000"
